Code,System,Type 1 Departments,Type 2 Departments,Type 3 Departments,Total Attendances,Attendances < 4 hours (Type 1),Attendances < 4 hours (Type 2),Attendances < 4 hours (Type 3),Total Attendances < 4 hours,Attendances > 4 hours (Type 1),Attendances > 4 hours (Type 2),Attendances > 4 hours (Type 3),Total Attendances > 4 hours,Percentage in 4 hours (all),Percentage in 4 hours (Type 1),Percentage in 4 hours (Type 2),Percentage in 4 hours (Type 3),Emergency Admissions Type 1,Emergency Admissions Type 2,Emergency Admissions Type 3 and 4,Total Emergency Admissions via A&E,Other Emergency Admissions (not via A&E),Total Emergency Admissions,Patients spending >4 hours from decision to admit,Patients spending >12 hours from decision to admit,Month,Percentage_Under_4_Hours,Holiday_Event_Month
QF7,NHS South Yorkshire Integrated Care Board,46057.0,1122.0,12426.0,59605.0,31389.0,1122.0,12221.0,44732.0,14668.0,0.0,205.0,14873.0,0.7504739535273887,0.6815250667650954,1,0.9835023338161919,14722.0,0.0,477.0,15199.0,5037.0,20236.0,2676.0,115.0,6,75.04739535273886,0
QNC,NHS Staffordshire And Stoke-On-Trent Integrated Care Board,14091.0,454.0,9379.0,23924.0,7282.0,454.0,9253.0,16989.0,6809.0,0.0,126.0,6935.0,0.710123725129577,0.516783762685402,1,0.9865657319543661,5233.0,0.0,0.0,5233.0,3383.0,8616.0,1873.0,875.0,6,71.0123725129577,0
QJG,NHS Suffolk And North East Essex Integrated Care Board,23255.0,0.0,13092.0,36347.0,13363.0,0.0,12927.0,26290.0,9892.0,0.0,165.0,10057.0,0.7233059124549481,0.5746291120189206,-,0.9873968835930339,8242.0,0.0,362.0,8604.0,1522.0,10126.0,2570.0,843.0,6,72.33059124549482,0
QXU,NHS Surrey Heartlands Integrated Care Board,27931.0,0.0,6228.0,34159.0,19760.0,0.0,6056.0,25816.0,8171.0,0.0,172.0,8343.0,0.7557598290348078,0.7074576635279797,-,0.9723827874116892,8698.0,0.0,0.0,8698.0,2459.0,11157.0,2044.0,591.0,6,75.57598290348078,0
QNX,NHS Sussex Integrated Care Board,33535.0,1529.0,29031.0,64095.0,20630.0,1479.0,28249.0,50358.0,12905.0,50.0,782.0,13737.0,0.7856775099461737,0.6151781720590428,0.9672988881621976,0.9730632771864559,11201.0,32.0,40.0,11273.0,2658.0,13931.0,3035.0,1022.0,6,78.56775099461737,0
QUA,NHS Black Country Integrated Care Board,47251.0,1238.0,29998.0,78487.0,30571.0,1089.0,29394.0,61054.0,16680.0,149.0,604.0,17433.0,0.7778867837985909,0.6469915980614167,0.8796445880452343,0.979865324354957,15419.0,0.0,0.0,15419.0,3975.0,19394.0,6589.0,1269.0,6,77.78867837985909,0
QWO,NHS West Yorkshire Integrated Care Board,66018.0,1998.0,23807.0,91823.0,42744.0,1998.0,23327.0,68069.0,23274.0,0.0,480.0,23754.0,0.7413066443048038,0.6474597836953558,1,0.9798378628134582,14077.0,0.0,237.0,14314.0,4529.0,18843.0,6754.0,529.0,6,74.13066443048038,0
QOX,"NHS Bath And North East Somerset, Swindon And Wiltshire Integrated Care Board",17962.0,350.0,10833.0,29145.0,10564.0,350.0,10461.0,21375.0,7398.0,0.0,372.0,7770.0,0.7334019557385486,0.5881304977174034,1,0.9656604818609803,6060.0,0.0,14.0,6074.0,3914.0,9988.0,1835.0,163.0,4,73.34019557385486,1
QHG,"NHS Bedfordshire, Luton And Milton Keynes Integrated Care Board",23745.0,0.0,17771.0,41516.0,14151.0,0.0,17612.0,31763.0,9594.0,0.0,159.0,9753.0,0.7650785239425764,0.5959570435881238,-,0.9910528388948286,6644.0,0.0,0.0,6644.0,2533.0,9177.0,839.0,22.0,4,76.50785239425764,1
QHL,NHS Birmingham And Solihull Integrated Care Board,37747.0,307.0,16513.0,54567.0,23052.0,307.0,16495.0,39854.0,14695.0,0.0,18.0,14713.0,0.7303681712390272,0.6106975388772617,1,0.9989099497365712,11551.0,0.0,0.0,11551.0,6253.0,17804.0,4346.0,2234.0,4,73.03681712390272,1
QUY,"NHS Bristol, North Somerset And South Gloucestershire Integrated Care Board",24088.0,2307.0,8358.0,34753.0,15452.0,2192.0,7820.0,25464.0,8636.0,115.0,538.0,9289.0,0.732713722556326,0.6414812354699435,0.9501517121803208,0.9356305336204833,7943.0,12.0,0.0,7955.0,3393.0,11348.0,2536.0,674.0,4,73.2713722556326,1
QU9,"NHS Buckinghamshire, Oxfordshire And Berkshire West Integrated Care Board",34676.0,5392.0,13455.0,53523.0,22240.0,5375.0,12905.0,40520.0,12436.0,17.0,550.0,13003.0,0.7570577135063431,0.6413657861345022,0.9968471810089021,0.9591230026012635,10392.0,950.0,61.0,11403.0,7110.0,18513.0,1995.0,265.0,4,75.70577135063431,1
QUE,NHS Cambridgeshire And Peterborough Integrated Care Board,24138.0,0.0,11419.0,35557.0,12658.0,0.0,10655.0,23313.0,11480.0,0.0,764.0,12244.0,0.655651489158253,0.5244013588532604,-,0.9330939661966897,5998.0,0.0,176.0,6174.0,1945.0,8119.0,2462.0,1466.0,4,65.5651489158253,1
QYG,NHS Cheshire And Merseyside Integrated Care Board,69722.0,3058.0,45803.0,118583.0,38618.0,2737.0,44126.0,85481.0,31104.0,321.0,1677.0,33102.0,0.7208537480077245,0.5538854307105361,0.895029431000654,0.963386677728533,22156.0,98.0,0.0,22254.0,8094.0,30348.0,9142.0,3779.0,4,72.08537480077246,1
QT6,NHS Cornwall And The Isles Of Scilly Integrated Care Board,6105.0,0.0,11367.0,17472.0,2959.0,0.0,10851.0,13810.0,3146.0,0.0,516.0,3662.0,0.7904075091575091,0.4846846846846847,-,0.95460543679071,2190.0,0.0,61.0,2251.0,1120.0,3371.0,917.0,371.0,4,79.04075091575092,1
QWU,NHS Coventry And Warwickshire Integrated Care Board,26159.0,1904.0,10023.0,38086.0,16556.0,1838.0,9736.0,28130.0,9603.0,66.0,287.0,9956.0,0.7385916084650528,0.6328988111166329,0.9653361344537815,0.9713658585253916,6139.0,106.0,93.0,6338.0,2429.0,8767.0,1423.0,361.0,4,73.85916084650528,1
QHM,NHS North East And North Cumbria Integrated Care Board,72136.0,3007.0,62954.0,138097.0,41396.0,2810.0,62144.0,106350.0,30740.0,197.0,810.0,31747.0,0.7701108641027683,0.5738604857491405,0.934486198869305,0.9871334625281952,24562.0,45.0,719.0,25326.0,12253.0,37579.0,6549.0,744.0,4,77.01108641027683,1
QJK,NHS Devon Integrated Care Board,27634.0,669.0,13614.0,41917.0,15320.0,624.0,13176.0,29120.0,12314.0,45.0,438.0,12797.0,0.6947062051196412,0.5543895201563291,0.9327354260089686,0.9678272366681357,8551.0,0.0,0.0,8551.0,4297.0,12848.0,2484.0,781.0,4,69.47062051196411,1
QVV,NHS Dorset Integrated Care Board,17301.0,0.0,8784.0,26085.0,10494.0,0.0,8779.0,19273.0,6807.0,0.0,5.0,6812.0,0.7388537473643857,0.6065545344199758,-,0.9994307832422586,5858.0,4.0,1.0,5863.0,2852.0,8715.0,1188.0,155.0,4,73.88537473643856,1
QMF,NHS North East London Integrated Care Board,46560.0,3341.0,35922.0,85823.0,27879.0,2933.0,32724.0,63536.0,18681.0,408.0,3198.0,22287.0,0.7403143679433252,0.5987757731958763,0.8778808739898234,0.9109737765157842,14239.0,0.0,0.0,14239.0,2122.0,16361.0,3658.0,1899.0,4,74.03143679433252,1
QNQ,NHS Frimley Integrated Care Board,21666.0,990.0,12046.0,34702.0,12873.0,989.0,11967.0,25829.0,8793.0,1.0,79.0,8873.0,0.7443086853783644,0.5941567432844087,0.998989898989899,0.9934418064087664,5878.0,0.0,0.0,5878.0,272.0,6150.0,2387.0,181.0,4,74.43086853783643,1
QR1,NHS Gloucestershire Integrated Care Board,12540.0,0.0,7264.0,19804.0,7378.0,0.0,7232.0,14610.0,5162.0,0.0,32.0,5194.0,0.7377297515653404,0.5883572567783094,-,0.9955947136563876,2669.0,0.0,0.0,2669.0,1899.0,4568.0,1167.0,859.0,4,73.77297515653403,1
QOP,NHS Greater Manchester Integrated Care Board,81829.0,3725.0,34287.0,119841.0,44627.0,3620.0,32860.0,81107.0,37202.0,105.0,1427.0,38734.0,0.6767884113116546,0.54536900120984,0.9718120805369127,0.9583807273893896,21516.0,170.0,747.0,22433.0,5815.0,28248.0,10671.0,2983.0,4,67.67884113116546,1
QRL,NHS Hampshire And Isle Of Wight Integrated Care Board,38981.0,2303.0,23943.0,65227.0,23081.0,2229.0,23183.0,48493.0,15900.0,74.0,760.0,16734.0,0.7434497983963696,0.5921089761678766,0.9678679982631351,0.9682579459549764,12440.0,19.0,1.0,12460.0,5535.0,17995.0,2792.0,114.0,4,74.34497983963696,1
QE1,NHS Lancashire And South Cumbria Integrated Care Board,41562.0,0.0,30893.0,72455.0,26403.0,0.0,29990.0,56393.0,15159.0,0.0,903.0,16062.0,0.7783175764267476,0.6352677926952505,-,0.970770077363804,11864.0,0.0,255.0,12119.0,5311.0,17430.0,4828.0,2443.0,4,77.83175764267476,1
QGH,NHS Herefordshire And Worcestershire Integrated Care Board,19199.0,1329.0,5760.0,26288.0,10212.0,1329.0,5718.0,17259.0,8987.0,0.0,42.0,9029.0,0.6565353012781497,0.5319027032657951,1,0.9927083333333333,5803.0,0.0,0.0,5803.0,2130.0,7933.0,1748.0,541.0,4,65.65353012781497,1
QM7,NHS Hertfordshire And West Essex Integrated Care Board,24296.0,0.0,21133.0,45429.0,12680.0,0.0,20708.0,33388.0,11616.0,0.0,425.0,12041.0,0.7349490413612451,0.5218966084952256,-,0.9798892727014622,9206.0,0.0,67.0,9273.0,1214.0,10487.0,1824.0,225.0,4,73.4949041361245,1
QOQ,NHS Humber And North Yorkshire Integrated Care Board,40066.0,389.0,23864.0,64319.0,23119.0,389.0,21920.0,45428.0,16947.0,0.0,1944.0,18891.0,0.7062920754364962,0.5770229121948784,1,0.9185383841770031,13999.0,2.0,0.0,14001.0,4280.0,18281.0,4910.0,2061.0,4,70.62920754364961,1
QJ2,NHS Derby And Derbyshire Integrated Care Board,28244.0,0.0,21420.0,49664.0,16731.0,0.0,21150.0,37881.0,11513.0,0.0,270.0,11783.0,0.7627456507731959,0.5923736014728792,-,0.9873949579831933,6730.0,0.0,248.0,6978.0,3006.0,9984.0,2628.0,896.0,4,76.2745650773196,1
QKS,NHS Kent And Medway Integrated Care Board,50709.0,0.0,39906.0,90615.0,34955.0,0.0,38992.0,73947.0,15754.0,0.0,914.0,16668.0,0.816056944214534,0.689325366305784,-,0.9770961760136321,13951.0,0.0,510.0,14461.0,3677.0,18138.0,4603.0,1857.0,4,81.6056944214534,1
QK1,"NHS Leicester, Leicestershire And Rutland Integrated Care Board",21378.0,1812.0,12968.0,36158.0,12528.0,1734.0,12948.0,27210.0,8850.0,78.0,20.0,8948.0,0.7525305603186017,0.5860230143137806,0.956953642384106,0.9984577421344849,6179.0,3.0,0.0,6182.0,3480.0,9662.0,2397.0,839.0,4,75.25305603186017,1
QJM,NHS Lincolnshire Integrated Care Board,9610.0,0.0,19509.0,29119.0,3438.0,0.0,18215.0,21653.0,6172.0,0.0,1294.0,7466.0,0.7436038325491947,0.35775234131113426,-,0.9336716387308421,4148.0,0.0,0.0,4148.0,1206.0,5354.0,1783.0,693.0,4,74.36038325491947,1
QH8,NHS Mid And South Essex Integrated Care Board,29348.0,0.0,6120.0,35468.0,21315.0,0.0,5962.0,27277.0,8033.0,0.0,158.0,8191.0,0.7690594338558701,0.7262845849802372,-,0.9741830065359477,8966.0,0.0,231.0,9197.0,1276.0,10473.0,2661.0,5.0,4,76.90594338558701,1
QMM,NHS Norfolk And Waveney Integrated Care Board,24953.0,0.0,11391.0,36344.0,16656.0,0.0,11389.0,28045.0,8297.0,0.0,2.0,8299.0,0.7716541932643628,0.6674948903939406,-,0.9998244227899219,6439.0,0.0,0.0,6439.0,2758.0,9197.0,2233.0,613.0,4,77.16541932643628,1
QMJ,NHS North Central London Integrated Care Board,47823.0,6567.0,15668.0,70058.0,29007.0,6456.0,14593.0,50056.0,18816.0,111.0,1075.0,20002.0,0.7144937052156785,0.6065491499905903,0.983097304705345,0.9313888179729385,7710.0,6.0,0.0,7716.0,1238.0,8954.0,4111.0,2311.0,4,71.44937052156784,1
QRV,NHS North West London Integrated Care Board,49566.0,3944.0,46273.0,99783.0,31344.0,3911.0,45275.0,80530.0,18222.0,33.0,998.0,19253.0,0.8070513013238728,0.6323689625953275,0.9916328600405679,0.9784323471570895,15909.0,0.0,0.0,15909.0,2108.0,18017.0,3429.0,880.0,4,80.70513013238728,1
QPM,NHS Northamptonshire Integrated Care Board,21006.0,594.0,11224.0,32824.0,14149.0,577.0,11057.0,25783.0,6857.0,17.0,167.0,7041.0,0.7854923226907141,0.673569456345806,0.9713804713804713,0.9851211689237348,3881.0,0.0,0.0,3881.0,1356.0,5237.0,2616.0,907.0,4,78.54923226907141,1
QT1,NHS Nottingham And Nottinghamshire Integrated Care Board,26018.0,2022.0,11293.0,39333.0,14758.0,1903.0,10864.0,27525.0,11260.0,119.0,429.0,11808.0,0.6997940660514073,0.5672226919824737,0.9411473788328387,0.9620118657575489,7263.0,0.0,1.0,7264.0,4271.0,11535.0,1929.0,659.0,4,69.97940660514072,1
QKK,NHS South East London Integrated Care Board,38721.0,767.0,39570.0,79058.0,20363.0,767.0,36682.0,57812.0,18358.0,0.0,2888.0,21246.0,0.7312605934883251,0.5258903437411224,1,0.927015415718979,9321.0,0.0,0.0,9321.0,2099.0,11420.0,4389.0,1710.0,4,73.12605934883251,1
QOC,"NHS Shropshire, Telford And Wrekin Integrated Care Board",10713.0,0.0,5605.0,16318.0,4549.0,0.0,5273.0,9822.0,6164.0,0.0,332.0,6496.0,0.6019119990194877,0.4246242882479231,-,0.9407671721677074,3008.0,0.0,45.0,3053.0,2112.0,5165.0,1031.0,579.0,4,60.191199901948764,1
QSL,NHS Somerset Integrated Care Board,12901.0,0.0,9796.0,22697.0,8092.0,0.0,9685.0,17777.0,4809.0,0.0,111.0,4920.0,0.7832312640437062,0.6272381985892567,-,0.9886688444262964,3336.0,0.0,0.0,3336.0,2148.0,5484.0,453.0,20.0,4,78.32312640437063,1
QWE,NHS South West London Integrated Care Board,40498.0,324.0,17756.0,58578.0,27436.0,324.0,17469.0,45229.0,13062.0,0.0,287.0,13349.0,0.7721158113967701,0.6774655538545113,1,0.9838364496508223,7793.0,3.0,148.0,7944.0,1714.0,9658.0,3834.0,2445.0,4,77.21158113967701,1
QF7,NHS South Yorkshire Integrated Care Board,43580.0,1138.0,12162.0,56880.0,29021.0,1138.0,11968.0,42127.0,14559.0,0.0,194.0,14753.0,0.7406293952180029,0.665924736117485,1,0.9840486762045716,14450.0,0.0,419.0,14869.0,4982.0,19851.0,3252.0,175.0,4,74.06293952180029,1
QNC,NHS Staffordshire And Stoke-On-Trent Integrated Care Board,13973.0,490.0,9029.0,23492.0,7162.0,490.0,8946.0,16598.0,6811.0,0.0,83.0,6894.0,0.706538396049719,0.5125599370213985,1,0.9908073983829881,5823.0,0.0,0.0,5823.0,3002.0,8825.0,1987.0,927.0,4,70.6538396049719,1
QJG,NHS Suffolk And North East Essex Integrated Care Board,22395.0,0.0,13424.0,35819.0,13827.0,0.0,13252.0,27079.0,8568.0,0.0,172.0,8740.0,0.7559954214243837,0.6174146014735432,-,0.9871871275327772,8056.0,0.0,331.0,8387.0,1578.0,9965.0,2502.0,884.0,4,75.59954214243837,1
QXU,NHS Surrey Heartlands Integrated Care Board,27326.0,0.0,6295.0,33621.0,18662.0,0.0,6155.0,24817.0,8664.0,0.0,140.0,8804.0,0.738139853068023,0.6829393251848057,-,0.977760127084988,8725.0,0.0,0.0,8725.0,2394.0,11119.0,2258.0,652.0,4,73.8139853068023,1
QNX,NHS Sussex Integrated Care Board,33310.0,1559.0,28672.0,63541.0,20004.0,1511.0,27741.0,49256.0,13306.0,48.0,931.0,14285.0,0.77518452652618,0.6005403782647853,0.9692110327132777,0.967529296875,11285.0,24.0,33.0,11342.0,2513.0,13855.0,3176.0,1394.0,4,77.518452652618,1
QUA,NHS Black Country Integrated Care Board,46850.0,1125.0,30686.0,78661.0,30354.0,1002.0,29809.0,61165.0,16496.0,123.0,877.0,17496.0,0.7775771983575088,0.647897545357524,0.8906666666666667,0.9714201916183276,15472.0,0.0,0.0,15472.0,3996.0,19468.0,6397.0,779.0,4,77.75771983575088,1
QWO,NHS West Yorkshire Integrated Care Board,64994.0,2082.0,22372.0,89448.0,43010.0,2082.0,21806.0,66898.0,21984.0,0.0,566.0,22550.0,0.7478982201949737,0.6617533926208573,1,0.9747005185052745,14013.0,0.0,215.0,14228.0,4494.0,18722.0,6974.0,532.0,4,74.78982201949736,1
QOX,"NHS Bath And North East Somerset, Swindon And Wiltshire Integrated Care Board",18809.0,299.0,10206.0,29314.0,10604.0,299.0,9779.0,20682.0,8205.0,0.0,427.0,8632.0,0.7055331923313093,0.5637726620234994,1,0.958161865569273,6215.0,0.0,7.0,6222.0,4122.0,10344.0,2220.0,389.0,11,70.55331923313094,1
QHG,"NHS Bedfordshire, Luton And Milton Keynes Integrated Care Board",25650.0,0.0,18296.0,43946.0,15128.0,0.0,18082.0,33210.0,10522.0,0.0,214.0,10736.0,0.7557001774905566,0.589785575048733,-,0.9883034543069523,7095.0,0.0,0.0,7095.0,2593.0,9688.0,833.0,36.0,11,75.57001774905567,1
QHL,NHS Birmingham And Solihull Integrated Care Board,41579.0,307.0,17880.0,59766.0,23709.0,307.0,17814.0,41830.0,17870.0,0.0,66.0,17936.0,0.6998962620888131,0.5702157339041343,1,0.9963087248322148,11561.0,0.0,0.0,11561.0,7216.0,18777.0,4382.0,1905.0,11,69.9896262088813,1
QUY,"NHS Bristol, North Somerset And South Gloucestershire Integrated Care Board",25526.0,2334.0,8260.0,36120.0,15012.0,2173.0,7774.0,24959.0,10514.0,161.0,486.0,11161.0,0.6910022148394241,0.5881062446133354,0.9310197086546701,0.9411622276029056,8439.0,14.0,0.0,8453.0,3529.0,11982.0,2906.0,1056.0,11,69.10022148394242,1
QU9,"NHS Buckinghamshire, Oxfordshire And Berkshire West Integrated Care Board",37086.0,5179.0,14460.0,56725.0,22027.0,5164.0,13751.0,40942.0,15059.0,15.0,709.0,15783.0,0.721762891141472,0.5939438062880872,0.9971036879706507,0.9509681881051175,11149.0,880.0,47.0,12076.0,6734.0,18810.0,2113.0,265.0,11,72.1762891141472,1
QUE,NHS Cambridgeshire And Peterborough Integrated Care Board,26394.0,0.0,10498.0,36892.0,14185.0,0.0,10081.0,24266.0,12209.0,0.0,417.0,12626.0,0.6577577794643825,0.5374327498673941,-,0.9602781482187083,6473.0,0.0,91.0,6564.0,2210.0,8774.0,2415.0,1336.0,11,65.77577794643825,1
QYG,NHS Cheshire And Merseyside Integrated Care Board,69751.0,3147.0,49122.0,122020.0,37472.0,2937.0,47914.0,88323.0,32279.0,210.0,1208.0,33697.0,0.7238403540403212,0.5372252727559461,0.9332697807435653,0.9754081674198933,21563.0,96.0,0.0,21659.0,8140.0,29799.0,8815.0,4022.0,11,72.38403540403212,1
QT6,NHS Cornwall And The Isles Of Scilly Integrated Care Board,5764.0,0.0,10707.0,16471.0,2717.0,0.0,10042.0,12759.0,3047.0,0.0,665.0,3712.0,0.7746342055734321,0.4713740458015267,-,0.9378910992808444,2314.0,0.0,98.0,2412.0,1376.0,3788.0,1186.0,607.0,11,77.46342055734321,1
QWU,NHS Coventry And Warwickshire Integrated Care Board,28491.0,860.0,8370.0,37721.0,16686.0,766.0,7822.0,25274.0,11805.0,94.0,548.0,12447.0,0.6700246547016251,0.5856586290407497,0.8906976744186047,0.9345280764635603,5321.0,41.0,141.0,5503.0,1535.0,7038.0,1428.0,212.0,11,67.0024654701625,1
QHM,NHS North East And North Cumbria Integrated Care Board,76492.0,2721.0,64102.0,143315.0,43066.0,2620.0,62811.0,108497.0,33426.0,101.0,1291.0,34818.0,0.7570526462687088,0.5630131255556137,0.9628812936420433,0.9798602227699603,25024.0,39.0,656.0,25719.0,11160.0,36879.0,6534.0,550.0,11,75.70526462687089,1
QJK,NHS Devon Integrated Care Board,29252.0,151.0,13855.0,43258.0,15827.0,151.0,13623.0,29601.0,13425.0,0.0,232.0,13657.0,0.6842896111701882,0.5410570217421031,1,0.9832551425478167,9275.0,0.0,0.0,9275.0,4930.0,14205.0,3160.0,793.0,11,68.42896111701882,1
QVV,NHS Dorset Integrated Care Board,17459.0,0.0,8403.0,25862.0,10471.0,0.0,8396.0,18867.0,6988.0,0.0,7.0,6995.0,0.729525945402521,0.5997479809840197,-,0.9991669641794597,6056.0,4.0,0.0,6060.0,3059.0,9119.0,1112.0,164.0,11,72.95259454025211,1
QMF,NHS North East London Integrated Care Board,50424.0,3331.0,36834.0,90589.0,29726.0,2934.0,35371.0,68031.0,20698.0,397.0,1463.0,22558.0,0.7509852189559438,0.5895208630810725,0.8808165716001201,0.9602812618776131,14307.0,2.0,59.0,14368.0,1819.0,16187.0,3936.0,1809.0,11,75.09852189559439,1
QNQ,NHS Frimley Integrated Care Board,22368.0,885.0,10583.0,33836.0,12187.0,881.0,10419.0,23487.0,10181.0,4.0,164.0,10349.0,0.6941423336091737,0.5448408440629471,0.9954802259887006,0.9845034489275253,6253.0,0.0,0.0,6253.0,94.0,6347.0,2185.0,360.0,11,69.41423336091736,1
QR1,NHS Gloucestershire Integrated Care Board,13297.0,0.0,7634.0,20931.0,8241.0,0.0,7572.0,15813.0,5056.0,0.0,62.0,5118.0,0.7554822989823706,0.619763856508987,-,0.9918784385643176,2716.0,0.0,0.0,2716.0,2240.0,4956.0,814.0,403.0,11,75.54822989823707,1
QOP,NHS Greater Manchester Integrated Care Board,88347.0,3273.0,35286.0,126906.0,45447.0,3177.0,33409.0,82033.0,42900.0,96.0,1877.0,44873.0,0.6464075772619103,0.5144147509253285,0.9706691109074244,0.9468060987360426,22584.0,131.0,736.0,23451.0,5796.0,29247.0,11738.0,3426.0,11,64.64075772619104,1
QRL,NHS Hampshire And Isle Of Wight Integrated Care Board,39766.0,2275.0,22896.0,64937.0,21407.0,2199.0,22338.0,45944.0,18359.0,76.0,558.0,18993.0,0.707516516007823,0.5383241965498164,0.9665934065934066,0.97562893081761,12599.0,19.0,35.0,12653.0,5831.0,18484.0,2686.0,236.0,11,70.7516516007823,1
QE1,NHS Lancashire And South Cumbria Integrated Care Board,44005.0,0.0,29822.0,73827.0,27274.0,0.0,28882.0,56156.0,16731.0,0.0,940.0,17671.0,0.7606431251439175,0.6197932053175775,-,0.9684796458990007,13122.0,0.0,202.0,13324.0,5826.0,19150.0,5037.0,2551.0,11,76.06431251439176,1
QGH,NHS Herefordshire And Worcestershire Integrated Care Board,19641.0,1077.0,5328.0,26046.0,8596.0,1077.0,5256.0,14929.0,11045.0,0.0,72.0,11117.0,0.5731782231436688,0.4376559238327987,1,0.9864864864864865,4344.0,0.0,0.0,4344.0,925.0,5269.0,1607.0,518.0,11,57.317822314366886,1
QM7,NHS Hertfordshire And West Essex Integrated Care Board,25758.0,0.0,21482.0,47240.0,12103.0,0.0,20811.0,32914.0,13655.0,0.0,671.0,14326.0,0.696740050804403,0.4698734373786785,-,0.9687645470626571,9260.0,0.0,101.0,9361.0,1026.0,10387.0,1806.0,224.0,11,69.67400508044031,1
QOQ,NHS Humber And North Yorkshire Integrated Care Board,34875.0,361.0,29555.0,64791.0,16618.0,361.0,28499.0,45478.0,18257.0,0.0,1056.0,19313.0,0.7019184763315892,0.47650179211469534,1,0.9642700050752834,15135.0,0.0,0.0,15135.0,4676.0,19811.0,4998.0,2159.0,11,70.19184763315891,1
QJ2,NHS Derby And Derbyshire Integrated Care Board,29252.0,0.0,25848.0,55100.0,15382.0,0.0,25444.0,40826.0,13870.0,0.0,404.0,14274.0,0.7409437386569873,0.5258443867086011,-,0.9843701640359022,6855.0,0.0,268.0,7123.0,2518.0,9641.0,3548.0,1420.0,11,74.09437386569873,1
QKS,NHS Kent And Medway Integrated Care Board,53658.0,0.0,41860.0,95518.0,36322.0,0.0,40577.0,76899.0,17336.0,0.0,1283.0,18619.0,0.8050733893088213,0.6769167691676917,-,0.9693502150023889,13385.0,0.0,595.0,13980.0,2473.0,16453.0,4795.0,2248.0,11,80.50733893088213,1
QK1,"NHS Leicester, Leicestershire And Rutland Integrated Care Board",23225.0,1952.0,13987.0,39164.0,12756.0,1833.0,13948.0,28537.0,10469.0,119.0,39.0,10627.0,0.7286538657951179,0.5492357373519914,0.9390368852459017,0.9972116965753914,6523.0,7.0,0.0,6530.0,3534.0,10064.0,2664.0,1108.0,11,72.86538657951179,1
QJM,NHS Lincolnshire Integrated Care Board,10824.0,0.0,18268.0,29092.0,4487.0,0.0,16707.0,21194.0,6337.0,0.0,1561.0,7898.0,0.7285164306338512,0.4145417590539542,-,0.9145500328443179,4644.0,0.0,0.0,4644.0,1161.0,5805.0,2088.0,874.0,11,72.85164306338513,1
QH8,NHS Mid And South Essex Integrated Care Board,30830.0,0.0,5418.0,36248.0,20346.0,0.0,5057.0,25403.0,10484.0,0.0,361.0,10845.0,0.7008110792319576,0.6599416153097633,-,0.9333702473237357,8908.0,0.0,202.0,9110.0,1270.0,10380.0,2826.0,66.0,11,70.08110792319576,1
QMM,NHS Norfolk And Waveney Integrated Care Board,26335.0,0.0,10773.0,37108.0,16257.0,0.0,10772.0,27029.0,10078.0,0.0,1.0,10079.0,0.7283874097229708,0.6173153597873552,-,0.9999071753457718,6280.0,0.0,0.0,6280.0,2408.0,8688.0,2449.0,649.0,11,72.83874097229707,1
QMJ,NHS North Central London Integrated Care Board,49061.0,6092.0,15591.0,70744.0,30783.0,6000.0,14660.0,51443.0,18278.0,92.0,931.0,19301.0,0.7271712088657696,0.6274433868041825,0.9848982271831911,0.9402860624719389,8059.0,2.0,170.0,8231.0,1158.0,9389.0,4027.0,2033.0,11,72.71712088657696,1
QRV,NHS North West London Integrated Care Board,52206.0,3680.0,50281.0,106167.0,29172.0,3630.0,48816.0,81618.0,23034.0,50.0,1465.0,24549.0,0.7687699567662268,0.5587863463969659,0.9864130434782609,0.9708637457488912,15163.0,0.0,0.0,15163.0,2370.0,17533.0,4104.0,935.0,11,76.87699567662268,1
QPM,NHS Northamptonshire Integrated Care Board,21515.0,559.0,11723.0,33797.0,12244.0,548.0,11210.0,24002.0,9271.0,11.0,513.0,9795.0,0.7101813770452999,0.569091331629096,0.9803220035778175,0.9562398703403565,4182.0,0.0,0.0,4182.0,1173.0,5355.0,2864.0,825.0,11,71.01813770452999,1
QT1,NHS Nottingham And Nottinghamshire Integrated Care Board,27267.0,1715.0,11911.0,40893.0,13496.0,1437.0,11095.0,26028.0,13771.0,278.0,816.0,14865.0,0.6364903528721297,0.4949572743609491,0.8379008746355685,0.9314918982453194,8385.0,0.0,1.0,8386.0,4765.0,13151.0,1744.0,549.0,11,63.649035287212975,1
QKK,NHS South East London Integrated Care Board,40961.0,777.0,36226.0,77964.0,21969.0,748.0,33904.0,56621.0,18992.0,29.0,2322.0,21343.0,0.726245446616387,0.5363394448377725,0.9626769626769627,0.935902390548225,10834.0,0.0,0.0,10834.0,1907.0,12741.0,4618.0,1646.0,11,72.62454466163871,1
QOC,"NHS Shropshire, Telford And Wrekin Integrated Care Board",10500.0,0.0,5271.0,15771.0,4384.0,0.0,5016.0,9400.0,6116.0,0.0,255.0,6371.0,0.5960306892397438,0.4175238095238095,-,0.9516220830961867,3301.0,0.0,189.0,3490.0,2080.0,5570.0,1920.0,1562.0,11,59.60306892397438,1
QSL,NHS Somerset Integrated Care Board,12368.0,0.0,8991.0,21359.0,6442.0,0.0,8843.0,15285.0,5926.0,0.0,148.0,6074.0,0.7156233906081746,0.5208602846054333,-,0.9835390946502057,3201.0,0.0,0.0,3201.0,1790.0,4991.0,734.0,114.0,11,71.56233906081746,1
